"ID","French","English","Italian","German","Russian","Spanish","LatAm","Czech","Hungarian","Polish","IdPlayerNameTypes","Part"
"2880"," Kormák"," Kormák"," Kormák"," Kormák"," Кормак"," Kormák"," Kormák",""," Kormák"," Kormák","38","2"
"2881"," Dufthak"," Dufthak"," Dufthak"," Dufthak"," Дуфтхак"," Dufthak"," Dufthak",""," Dufthak"," Dufthak","38","2"
"2882"," Snorrason"," Snorrason"," Snorrason"," Snorrason"," Снорассон"," Snorrason"," Snorrason",""," Snorrason"," Snorrason","38","2"
"2883"," Sturluson"," Sturluson"," Sturluson"," Sturluson"," Стурлусон"," Sturluson"," Sturluson",""," Sturluson"," Sturluson","38","2"
"2884"," Sveinsson"," Sveinsson"," Sveinsson"," Sveinsson"," Свейнссон"," Sveinsson"," Sveinsson",""," Sveinsson"," Sveinsson","38","2"
"2885"," Ketilsson"," Ketilsson"," Ketilsson"," Ketilsson"," Кетлиссон"," Ketilsson"," Ketilsson",""," Ketilsson"," Ketilsson","38","2"
"2886"," Geirson"," Geirson"," Geirson"," Geirson"," Гейрсон"," Geirson"," Geirson",""," Geirson"," Geirson","38","2"
"2887"," Grímsson"," Grímsson"," Grímsson"," Grímsson"," Гримссон"," Grímsson"," Grímsson",""," Grímsson"," Grímsson","38","2"
"2888"," Grettisson"," Grettisson"," Grettisson"," Grettisson"," Гретиссон"," Grettisson"," Grettisson",""," Grettisson"," Grettisson","38","2"
"2889"," Hálfdanarson"," Hálfdanarson"," Hálfdanarson"," Hálfdanarson"," Хальфданарсон"," Hálfdanarson"," Hálfdanarson",""," Hálfdanarson"," Hálfdanarson","38","2"
"2890"," Audunarson"," Audunarson"," Audunarson"," Audunarson"," Аудунарсон"," Audunarson"," Audunarson",""," Audunarson"," Audunarson","38","2"
"2891"," Sigurôarson"," Sigurôarson"," Sigurôarson"," Sigurôarson"," Сигурдсон"," Sigurôarson"," Sigurôarson",""," Sigurôarson"," Sigurôarson","38","2"
"2892"," Vigfússson"," Vigfússson"," Vigfússson"," Vigfússson"," Вигфуссон"," Vigfússson"," Vigfússson",""," Vigfússson"," Vigfússson","38","2"
"2893"," Gudrunarson"," Gudrunarson"," Gudrunarson"," Gudrunarson"," Гудрунарсон"," Gudrunarson"," Gudrunarson",""," Gudrunarson"," Gudrunarson","38","2"
"2894"," Hrafnarson"," Hrafnarson"," Hrafnarson"," Hrafnarson"," Храфнарсон"," Hrafnarson"," Hrafnarson",""," Hrafnarson"," Hrafnarson","38","2"
"2895"," Skald-Tórfuson"," Skald-Tórfuson"," Skald-Tórfuson"," Skald-Tórfuson"," Скальд-Торфусон"," Skald-Tórfuson"," Skald-Tórfuson",""," Skald-Tórfuson"," Skald-Tórfuson","38","2"
"2896"," Dolluson"," Dolluson"," Dolluson"," Dolluson"," Доллусон"," Dolluson"," Dolluson",""," Dolluson"," Dolluson","38","2"
"2897"," Larngerôsson"," Larngerôsson"," Larngerôsson"," Larngerôsson"," Лангероссон"," Larngerôsson"," Larngerôsson",""," Larngerôsson"," Larngerôsson","38","2"
"2898"," Boritson"," Boritson"," Boritson"," Boritson"," Боритсон"," Boritson"," Boritson",""," Boritson"," Boritson","38","2"
"2899"," Skalla-Grímr"," Skalla-Grímr"," Skalla-Grímr"," Skalla-Grímr"," Скалла-Гримр"," Skalla-Grímr"," Skalla-Grímr",""," Skalla-Grímr"," Skalla-Grímr","38","2"
"2900"," le Fort"," the Stout"," il robusto"," der Pralle"," Крепкий"," el Robusto"," el Robusto",""," the Stout"," Mocny","38","2"
"2901"," Haraldson"," Haraldson"," Haraldson"," Haraldson"," Харальдсон"," Haraldson"," Haraldson",""," Haraldson"," Haraldson","38","2"
"2902"," Gunnbiôrn"," Gunnbiôrn"," Gunnbiôrn"," Gunnbiôrn"," Гуннбьорн"," Gunnbiôrn"," Gunnbiôrn",""," Gunnbiôrn"," Gunnbiôrn","38","2"
"2903"," le Cinglé"," the Mad"," il pazzo"," der Wahnsinnige"," Безумный"," el Loco"," el Loco",""," the Mad"," Szaleniec","38","2"
"2904"," le Fort"," the Stout"," il robusto"," der Pralle"," Крепкий"," el Robusto"," el Robusto",""," the Stout"," Grubas","38","2"
"2905"," l'Imbibé"," the Drunk"," l'ubriaco"," der Betrunkene"," Пьянь"," el Borracho"," el Borracho",""," the Drunk"," Pijak","38","2"
"2906"," le Soiffard"," the Beerdrinker"," il trincabirra"," der Säufer"," Пивохлеб"," Bebecerveza"," Bebecerveza",""," the Beerdrinker"," Piwosz","38","2"
"2907","Abbe","Abbe","Abbe","Abbe","Аббе","Abbe","Abbe","","Abbe","Abbe","39","1"
"2908","Ábiörn","Ábiörn","Ábiörn","Ábiörn","Абьорн","Ábiörn","Ábiörn","","Ábiörn","Ábiörn","39","1"
"2909","Agnarr","Agnarr","Agnarr","Agnarr","Агнарр","Agnarr","Agnarr","","Agnarr","Agnarr","39","1"
"2910","Bardi","Bardi","Bardi","Bardi","Барди","Bardi","Bardi","","Bardi","Bardi","39","1"
"2911","Barkviôr","Barkviôr","Barkviôr","Barkviôr","Барквиор","Barkviôr","Barkviôr","","Barkviôr","Barkviôr","39","1"
"2912","Dálkr","Dálkr","Dálkr","Dálkr","Далкр","Dálkr","Dálkr","","Dálkr","Dálkr","39","1"
"2913","Edmúndr","Edmúndr","Edmúndr","Edmúndr","Эдмундр","Edmúndr","Edmúndr","","Edmúndr","Edmúndr","39","1"
"2914","Jarl","Jarl","Jarl","Jarl","Ярл","Jarl","Jarl","","Jarl","Jarl","39","1"
"2915","Kálfr","Kálfr","Kálfr","Kálfr","Кальфр","Kálfr","Kálfr","","Kálfr","Kálfr","39","1"
"2916","Sigvaldi","Sigvaldi","Sigvaldi","Sigvaldi","Сигвальди","Sigvaldi","Sigvaldi","","Sigvaldi","Sigvaldi","39","1"
"2917","Ketill","Ketill","Ketill","Ketill","Кетилл","Ketill","Ketill","","Ketill","Ketill","39","1"
"2918","Geirr","Geirr","Geirr","Geirr","Гейр","Geirr","Geirr","","Geirr","Geirr","39","1"
"2919","Grímr","Grímr","Grímr","Grímr","Гримр","Grímr","Grímr","","Grímr","Grímr","39","1"
"2920","Grettir","Grettir","Grettir","Grettir","Греттир","Grettir","Grettir","","Grettir","Grettir","39","1"
"2921","Hálfdan","Hálfdan","Hálfdan","Hálfdan","Хальфдан","Hálfdan","Hálfdan","","Hálfdan","Hálfdan","39","1"
"2922","Audunn","Audunn","Audunn","Audunn","Аудунн","Audunn","Audunn","","Audunn","Audunn","39","1"
"2923","Sigurôr","Sigurôr","Sigurôr","Sigurôr","Сигурд","Sigurôr","Sigurôr","","Sigurôr","Sigurôr","39","1"
"2924","Vigfúss","Vigfúss","Vigfúss","Vigfúss","Вигфус","Vigfúss","Vigfúss","","Vigfúss","Vigfúss","39","1"
"2925","Eilif","Eilif","Eilif","Eilif","Эйлиф","Eilif","Eilif","","Eilif","Eilif","39","1"
"2926","Hrafn","Hrafn","Hrafn","Hrafn","Храфн","Hrafn","Hrafn","","Hrafn","Hrafn","39","1"
"2927","Bersi","Bersi","Bersi","Bersi","Берси","Bersi","Bersi","","Bersi","Bersi","39","1"
"2928","Kormak","Kormak","Kormak","Kormak","Кормак","Kormak","Kormak","","Kormak","Kormak","39","1"
"2929","Ofeig","Ofeig","Ofeig","Ofeig","Офейг","Ofeig","Ofeig","","Ofeig","Ofeig","39","1"
"2930","Borit","Borit","Borit","Borit","Борит","Borit","Borit","","Borit","Borit","39","1"
"2931","Skalla","Skalla","Skalla","Skalla","Скалла","Skalla","Skalla","","Skalla","Skalla","39","1"
"2932","Börkr","Börkr","Börkr","Börkr","Боркр","Börkr","Börkr","","Börkr","Börkr","39","1"
"2933","Harald","Harald","Harald","Harald","Харальд","Harald","Harald","","Harald","Harald","39","1"
"2934","Agni","Agni","Agni","Agni","Агни","Agni","Agni","","Agni","Agni","39","1"
"2935","Lôrund","Lôrund","Lôrund","Lôrund","Лорунд","Lôrund","Lôrund","","Lôrund","Lôrund","39","1"
"2936","Óttar","Óttar","Óttar","Óttar","Оттар","Óttar","Óttar","","Óttar","Óttar","39","1"
"2937","Eystein","Eystein","Eystein","Eystein","Эйстейн","Eystein","Eystein","","Eystein","Eystein","39","1"
"2938","Olaf","Olaf","Olaf","Olaf","Олаф","Olaf","Olaf","","Olaf","Olaf","39","1"
"2939"," le Robuste"," the Stout"," il robusto"," der Pralle"," Крепкий"," el Robusto"," el Robusto",""," the Stout"," Mocny","39","2"
"2940"," le Dément"," the Crazed"," l'impazzito"," der Verrückte"," Помешанный"," el Delirante"," el Delirante",""," the Crazed"," Szalony","39","2"
"2941"," le Soiffard"," the Drinker"," il bevitore"," der Trinker"," Выпивоха"," el Bebedor"," el Bebedor",""," the Drinker"," Pijak","39","2"
"2942"," le Borgne"," the One-eyed"," l'orbo"," der Einäugige"," Одноглазый"," El Tuerto"," El Tuerto",""," the One-eyed"," Jednooki","39","2"
"2943"," Enôga"," Enôga"," Enôga"," Enôga"," Энога"," Enôga"," Enôga",""," Enôga"," Enôga","39","2"
"2944"," le Conquérant"," the Vanquisher"," l'annientatore"," der Bezwinger"," Победитель"," el Vencedor"," el Vencedor",""," the Vanquisher"," Zwycięzca","39","2"
"2945"," le Chasseur"," the Hunter"," il cacciatore"," der Jäger"," Охотник"," el Cazador"," el Cazador",""," the Hunter"," Myśliwy","39","2"
"2946"," le Traqueur"," the Stalker"," il segugio"," der Schleicher"," Преследователь"," el Acechador"," el Acechador",""," the Stalker"," Tropiciel","39","2"
"2947"," Skogí"," Skogí"," Skogí"," Skogí"," Скоги"," Skogí"," Skogí",""," Skogí"," Skogí","39","2"
"2948","biôrn","biôrn","biôrn","biôrn","бьорн","biôrn","biôrn","","biôrn","biôrn","39","2"
"2949","dór","dór","dór","dór","дор","dór","dór","","dór","dór","39","2"
"2950","frear","frear","frear","frear","фрир","frear","frear","","frear","frear","39","2"
"2951","geirr","geirr","geirr","geirr","гейрр","geirr","geirr","","geirr","geirr","39","2"
"2952","grímr","grímr","grímr","grímr","гримр","grímr","grímr","","grímr","grímr","39","2"
"2953","kell","kell","kell","kell","кель","kell","kell","","kell","kell","39","2"
"2954","ormr","ormr","ormr","ormr","ормр","ormr","ormr","","ormr","ormr","39","2"
"2955","steinn","steinn","steinn","steinn","стейн","steinn","steinn","","steinn","steinn","39","2"
"2956","varôr","varôr","varôr","varôr","варор","varôr","varôr","","varôr","varôr","39","2"
"2957","bera","bera","bera","bera","бера","bera","bera","","bera","bera","39","2"
"2958","bjôrg","bjôrg","bjôrg","bjôrg","бьорг","bjôrg","bjôrg","","bjôrg","bjôrg","39","2"
"2959","dis","dis","dis","dis","дис","dis","dis","","dis","dis","39","2"
"2960","dóra","dóra","dóra","dóra","дорр","dóra","dóra","","dóra","dóra","39","2"
"2961","friâr","friâr","friâr","friâr","фрайр","friâr","friâr","","friâr","friâr","39","2"
"2962","gerâr","gerâr","gerâr","gerâr","герар","gerâr","gerâr","","gerâr","gerâr","39","2"
"2963","katla","katla","katla","katla","катл","katla","katla","","katla","katla","39","2"
"2964","veig","veig","veig","veig","вейг","veig","veig","","veig","veig","39","2"
"2965","vôr","vôr","vôr","vôr","вор","vôr","vôr","","vôr","vôr","39","2"
"2966","brandr","brandr","brandr","brandr","брандр","brandr","brandr","","brandr","brandr","39","2"
"2967","fiâr","fiâr","fiâr","fiâr","фиар","fiâr","fiâr","","fiâr","fiâr","39","2"
"2968","finnr","finnr","finnr","finnr","финнр","finnr","finnr","","finnr","finnr","39","2"
"2969","gautr","gautr","gautr","gautr","гаутр","gautr","gautr","","gautr","gautr","39","2"
"2970","gestr","gestr","gestr","gestr","гестр","gestr","gestr","","gestr","gestr","39","2"
"2971","móâr","móâr","móâr","móâr","моар","móâr","móâr","","móâr","móâr","39","2"
"2972","oddr","oddr","oddr","oddr","оддр","oddr","oddr","","oddr","oddr","39","2"
"2973","ólfr","ólfr","ólfr","ólfr","ольфр","ólfr","ólfr","","ólfr","ólfr","39","2"
"2974","valdr","valdr","valdr","valdr","вальдр","valdr","valdr","","valdr","valdr","39","2"
"2975"," le Brasseur"," the Keg Master"," Signore di Keg"," der Fassmeister"," Конунг Бочек"," Maestro del barril"," Maestro del barril",""," the Keg Master"," Beczkomistrz","39","2"
"2976","Scald","Scald","Scald","Scald","Скальд","Escaldar","Escaldar","","Scald","Scald","40","1"
"2977","Scorn","Scorn","Scorn","Scorn","Скорн","Desprecio","Desprecio","","Scorn","Scorn","40","1"
"2978","Remorsk","Remorsk","Remorsk","Remorsk","Угрызайск","Remorsk","Remorsk","","Remorsk","Remorsk","40","1"
"2979","Afi","Afi","Afi","Afi","Афи","Afi","Afi","","Afi","Afi","40","1"
"2980","Hular","Hular","Hular","Hular","Хулар","Hular","Hular","","Hular","Hular","40","1"
"2981","Avâst","Avâst","Avâst","Avâst","Аваст","Avâst","Avâst","","Avâst","Avâst","40","1"
"2982","Ulver","Ulver","Ulver","Ulver","Ульвер","Ulver","Ulver","","Ulver","Ulver","40","1"
"2983","Aulver","Aulver","Aulver","Aulver","Аульвер","Aulver","Aulver","","Aulver","Aulver","40","1"
"2984","Sculf","Sculf","Sculf","Sculf","Скальф","Sculf","Sculf","","Sculf","Sculf","40","1"
"2985","Rakr","Rakr","Rakr","Rakr","Ракр","Rakr","Rakr","","Rakr","Rakr","40","1"
"2986","Cnut","Cnut","Cnut","Cnut","Кнут","Cnut","Cnut","","Cnut","Cnut","40","1"
"2987","Thorkil","Thorkil","Thorkil","Thorkil","Торкил","Thorkil","Thorkil","","Thorkil","Thorkil","40","1"
"2988","Dugald","Dugald","Dugald","Dugald","Дугальд","Dugald","Dugald","","Dugald","Dugald","40","1"
"2989","Anleifr","Anleifr","Anleifr","Anleifr","Анлейфр","Anleifr","Anleifr","","Anleifr","Anleifr","40","1"
"2990","Rognvaldr","Rognvaldr","Rognvaldr","Rognvaldr","Рогнвальдр","Rognvaldr","Rognvaldr","","Rognvaldr","Rognvaldr","40","1"
"2991","Fido","Fido","Fido","Fido","Фидо","Fido","Fido","","Fido","Fido","40","1"
"2992"," le Féroce"," the Fierce"," il fiero"," der Wilde"," Яростный"," el Feroz"," el Feroz",""," the Fierce"," Dziki","40","2"
"2993"," le Méprisant"," the Scornfull"," il vergognoso"," der Höhnische"," Насмешник"," el Desdeñoso"," el Desdeñoso",""," the Scornfull"," Pogardliwy","40","2"
"2994"," le Chasseur"," the Hunter"," il cacciatore"," der Jäger"," Охотник"," el Cazador"," el Cazador",""," the Hunter"," Łowca","40","2"
"2995"," le Traqueur"," the Stalker"," il segugio"," der Schleicher"," Преследователь"," el Acechador"," el Acechador",""," the Stalker"," Tropiciel","40","2"
"2996"," Ulvarson"," Ulvarson"," Ulvarson"," Ulvarson"," Ульварсон"," Ulvarson"," Ulvarson",""," Ulvarson"," Ulvarson","40","2"
"2997"," Pétmárr"," Pétmárr"," Pétmárr"," Pétmárr"," Петмарр"," Pétmárr"," Pétmárr",""," Pétmárr"," Pétmárr","40","2"
"2998"," Canis lupus"," Canis lupus"," Canis lupus"," Canis lupus"," Канис Люпус"," Canis lupus"," Canis lupus",""," Canis lupus"," Canis lupus","40","2"
"2999"," le Hurleur"," the Howler"," Ululato"," der Heuler"," Рыкающий"," el Aullador"," el Aullador",""," the Howler"," Wyjec","40","2"
"3000"," Ylarson"," Ylarson"," Ylarson"," Ylarson"," Иларсон"," Ylarson"," Ylarson",""," Ylarson"," Ylarson","40","2"
"3001"," Hâgwin"," Hâgwin"," Hâgwin"," Hâgwin"," Хагвин"," Hâgwin"," Hâgwin",""," Hâgwin"," Hâgwin","40","2"
"3002"," Úlfhedinn"," Úlfhedinn"," Úlfhedinn"," Úlfhedinn"," Ульфхединн"," Úlfhedinn"," Úlfhedinn",""," Úlfhedinn"," Úlfhedinn","40","2"
"3003"," le Chef de meute"," the Packleader"," il capobranco"," der Rudelführer"," Вожак"," Packlíder"," Packlíder",""," the Packleader"," Przywódca Stada","40","2"
"3004"," Ùlfeid"," Ùlfeid"," Ùlfeid"," Ùlfeid"," Ульфейд"," Ùlfeid"," Ùlfeid",""," Ùlfeid"," Ùlfeid","40","2"
"3005","Skofti","Skofti","Skofti","Skofti","Скофти","Skofti","Skofti","","Skofti","Skofti","41","1"
"3006","Uggr","Uggr","Uggr","Uggr","Уггр","Uggr","Uggr","","Uggr","Uggr","41","1"
"3007","Uggi","Uggi","Uggi","Uggi","Угги","Uggi","Uggi","","Uggi","Uggi","41","1"
"3008","Unr","Unr","Unr","Unr","Унр","Unr","Unr","","Unr","Unr","41","1"
"3009","Vagn","Vagn","Vagn","Vagn","Вагн","Vagn","Vagn","","Vagn","Vagn","41","1"
"3010","Véfúss","Véfúss","Véfúss","Véfúss","Вефусс","Véfúss","Véfúss","","Véfúss","Véfúss","41","1"
"3011","Véon","Véon","Véon","Véon","Веон","Véon","Véon","","Véon","Véon","41","1"
"3012","Vidí","Vidí","Vidí","Vidí","Види","Vidí","Vidí","","Vidí","Vidí","41","1"
"3013","Vrâl","Vrâl","Vrâl","Vrâl","Врайль","Vrâl","Vrâl","","Vrâl","Vrâl","41","1"
"3014","Djúrgeirr","Djúrgeirr","Djúrgeirr","Djúrgeirr","Дьюргейрр","Djúrgeirr","Djúrgeirr","","Djúrgeirr","Djúrgeirr","41","1"
"3015","Dýrvér","Dýrvér","Dýrvér","Dýrvér","Дьюрвер","Dýrvér","Dýrvér","","Dýrvér","Dýrvér","41","1"
"3016","Diúrvér","Diúrvér","Diúrvér","Diúrvér","Диурвер","Diúrvér","Diúrvér","","Diúrvér","Diúrvér","41","1"
"3017","Dragmáll","Dragmáll","Dragmáll","Dragmáll","Драгмалл","Dragmáll","Dragmáll","","Dragmáll","Dragmáll","41","1"
"3018","Drengi","Drengi","Drengi","Drengi","Дренги","Drengi","Drengi","","Drengi","Drengi","41","1"
"3019","Dúfa","Dúfa","Dúfa","Dúfa","Дюфа","Dúfa","Dúfa","","Dúfa","Dúfa","41","1"
"3020"," l'Idiot"," the Stupid"," lo stupido"," der Dumme"," Тупица"," el Estúpido"," el Estúpido",""," the Stupid"," Głupiec","41","2"
"3021"," le Frais"," the Cold"," il freddo"," der Kühle"," Ледышка"," el Frío"," el Frío",""," the Cold"," Zimny","41","2"
"3022"," le Frisquet"," Frost"," Gelato"," Frost"," Мороз"," Escarcha"," Escarcha",""," Frost"," Mróz","41","2"
"3023"," le Congelé"," the Frozen"," il congelato"," der Gefrorene"," Отмороженный"," el Congelado"," el Congelado",""," the Frozen"," Zamrożony","41","2"
"3024"," le Sauvage"," the Wild"," il selvaggio"," der Wilde"," Дичайший"," el Salvaje"," el Salvaje",""," the Wild"," Dzikus","41","2"
"3025"," la Bête"," the Beast"," la bestia"," das Biest"," Тварь"," la Bestia"," la Bestia",""," the Beast"," Bestia","41","2"
"3026"," Boule de poil"," Furrball"," Palladipelo"," Fellkugel"," Меховик"," Boladepelo"," Boladepelo",""," Furrball"," Futrzak","41","2"
"3027"," le Choupinet"," the Cute"," il tenero"," der Süße"," Красавчик"," el Mono"," el Mono",""," the Cute"," Milutki","41","2"
"3028"," Drjúgr"," the Drjúgr"," il Drjúgr"," Drjúgr"," Длиннурсон"," el Drjúgr"," el Drjúgr",""," the Drjúgr"," the Drjúgr","41","2"
"3029"," Drósbói"," Drósbói"," Drósbói"," Drósbói"," Дросбой"," Drósbói"," Drósbói",""," Drósbói"," Drósbói","41","2"
