"ID","English","French","Italian","German","Russian","Spanish","Czech","Hungarian","Polish"
"1512","Emerdor Maltathina","Emerdor Maltathina","Emerdor Maltathina","Emerdor Maltathina","Эмердор Мальтатина","Emerdor Maltathina","Emerdor Maltathina","Emerdor Maltathina","Emerdor Maltathina"
"1513","Aelaias Elenrina","Aelaias Elenrina","Aelaias Elenrina","Aelaias Elenrina","Аэлеас Эленрина","Aelaias Elenrina","Aelaias Elenrina","Aelaias Elenrina","Aelaias Elenrina"
"1514","Úpadgalad Shaladeth","Úpadgalad Shaladeth","Úpadgalad Shaladeth","Úpadgalad Shaladeth","Упадгалад Шаладиэт","Úpadgalad Shaladeth","","","Úpadgalad Shaladeth"
"1515","Aearian Nallron","Aearian Nallron","Aearian Nallron","Aearian Nallron","Аэриан Наллрон","Aearian Nallron","Aearian Nallron","Aearian Nallron","Aearian Nallron"
"1516","Eglerborn Matholar","Eglerborn Matholar","Eglerborn Matholar","Eglerborn Matholar","Эглерборн Матолар","Eglerborn Matholar","Eglerborn Matholar","Eglerborn Matholar","Eglerborn Matholar"
"1517","Breganien Kisdirsyr","Breganien Kisdirsyr","Breganien Kisdirsyr","Breganien Kisdirsyr","Бреганиэн Кисдирсир","Breganien Kisdirsyr","Breganien Kisdirsyr","Breganien Kisdirsyr","Breganien Kisdirsyr"
"1518","Eglerborn Kisdirsyr","Eglerborn Kisdirsyr","Eglerborn Kisdirsyr","Eglerborn Kisdirsyr","Эглерборн Кисдирсир","Eglerborn Kisdirsyr","Eglerborn Kisdirsyr","Eglerborn Kisdirsyr","Eglerborn Kisdirsyr"
"1519","Anthnibien Birdhen","Anthnibien Birdhen","Anthnibien Birdhen","Anthnibien Birdhen","Антибиэн Птицэн","Anthnibien Birdhen","Anthnibien Birdhen","Anthnibien Birdhen","Anthnibien Birdhen"
"1520","Gonmudaedon Cromlond","Gonmudaedon Cromlond","Gonmudaedon Cromlond","Gonmudaedon Cromlond","Гонмудаэдон Кромлонд","Gonmudaedon Cromlond","Gonmudaedon Cromlond","Gonmudaedon Cromlond","Gonmudaedon Cromlond"
"1521","Galanthal Noroos","Galanthal Noroos","Galanthal Noroos","Galanthal Noroos","Галанталь Нороос","Galanthal Noroos","Galanthal Noroos","Galanthal Noroos","Galanthal Noroos"
"1522","Barsidhdon Nhamirellyn","Barsidhdon Nhamirellyn","Barsidhdon Nhamirellyn","Barsidhdon Nhamirellyn","Барсиддон Намиреллин","Barsidhdon Nhamirellyn","Barsidhdon Nhamirellyn","Barsidhdon Nhamirellyn","Barsidhdon Nhamirellyn"
"1523","Nibennefindal Falaron","Nibennefindal Falaron","Nibennefindal Falaron","Nibennefindal Falaron","Нибефиндаль Фаларон","Nibennefindal Falaron","Nibennefindal Falaron","Nibennefindal Falaron","Nibennefindal Falaron"
"1524","Caelalelion Shadondaleth","Caelalelion Shadondaleth","Caelalelion Shadondaleth","Caelalelion Shadondaleth","Келалелион Шадондалет","Caelalelion Shadondaleth","Caelalelion Shadondaleth","Caelalelion Shadondaleth","Caelalelion Shadondaleth"
"1525","Rochenbund Augglinarin","Rochenbund Augglinarin","Rochenbund Augglinarin","Rochenbund Augglinarin","Рохенбунд Аугглинарин","Rochenbund Augglinarin","Rochenbund Augglinarin","Rochenbund Augglinarin","Rochenbund Augglinarin"
"1526","Rhhasdoien Larentholial","Rhhasdoien Larentholial","Rhhasdoien Larentholial","Rhhasdoien Larentholial","Раздоэн Ларентолиаль","Rhhasdoien Larentholial","Rhhasdoien Larentholial","Rhhasdoien Larentholial","Rhhasdoien Larentholial"
"1527","Agorbaar Wernarsyr","Agorbaar Wernarsyr","Agorbaar Wernarsyr","Agorbaar Wernarsyr","Агорбар Вернарсир","Agorbaar Wernarsyr","Agorbaar Wernarsyr","Agorbaar Wernarsyr","Agorbaar Wernarsyr"
"1528","Barsidhdon Nallron","Barsidhdon Nallron","Barsidhdon Nallron","Barsidhdon Nallron","Барсиддон Наллрон","Barsidhdon Nallron","Barsidhdon Nallron","Barsidhdon Nallron","Barsidhdon Nallron"
"1529","Taldagdorren Shaladeth","Taldagdorren Shaladeth","Taldagdorren Shaladeth","Taldagdorren Shaladeth","Талдагдоррен Шаладиэт","Taldagdorren Shaladeth","Taldagdorren Shaladeth","Taldagdorren Shaladeth","Taldagdorren Shaladeth"
"1530","Breganien Feltanmae","Breganien Feltanmae","Breganien Feltanmae","Breganien Feltanmae","Бреганиэн Фелтанмэ","Breganien Feltanmae","Breganien Feltanmae","Breganien Feltanmae","Breganien Feltanmae"
"1531","Kanonion Noroos","Kanonion Noroos","Kanonion Noroos","Kanonion Noroos","Канонион Нороос","Kanonion Noroos","Kanonion Noroos","Kanonion Noroos","Kanonion Noroos"
"1532","Morthannin Feltanmae","Morthannin Feltanmae","Morthannin Feltanmae","Morthannin Feltanmae","Мортанин Фелтанмэ","Morthannin Feltanmae","Morthannin Feltanmae","Morthannin Feltanmae","Morthannin Feltanmae"
"1533","Erynethon Tathdiir","Erynethon Tathdiir","Erynethon Tathdiir","Erynethon Tathdiir","Эринетон Тадиир","Erynethon Tathdiir","Erynethon Tathdiir","Erynethon Tathdiir","Erynethon Tathdiir"
"1534","Úpadgalad Galonren","Úpadgalad Galonren","Úpadgalad Galonren","Úpadgalad Galonren","Упадгалад Галонрен","Úpadgalad Galonren","","","Úpadgalad Galonren"
"1535","Idhrenmaedhdraug Tathdiir","Idhrenmaedhdraug Tathdiir","Idhrenmaedhdraug Tathdiir","Idhrenmaedhdraug Tathdiir","Идренмедрауг Тадиир","Idhrenmaedhdraug Tathdiir","Idhrenmaedhdraug Tathdiir","Idhrenmaedhdraug Tathdiir","Idhrenmaedhdraug Tathdiir"
"1536","Kailduil Shadondaleth","Kailduil Shadondaleth","Kailduil Shadondaleth","Kailduil Shadondaleth","Каилдуил Шадондалет","Kailduil Shadondaleth","Kailduil Shadondaleth","Kailduil Shadondaleth","Kailduil Shadondaleth"
"1537","Taldagdorren Sharairin","Taldagdorren Sharairin","Taldagdorren Sharairin","Taldagdorren Sharairin","Талдагдоррен Шараирин","Taldagdorren Sharairin","Taldagdorren Sharairin","Taldagdorren Sharairin","Taldagdorren Sharairin"
"1538","Aearian Runglinaas","Aearian Runglinaas","Aearian Runglinaas","Aearian Runglinaas","Аэриан Рунглинас","Aearian Runglinaas","Aearian Runglinaas","Aearian Runglinaas","Aearian Runglinaas"
"1539","Imthoron Cromlond","Imthoron Cromlond","Imthoron Cromlond","Imthoron Cromlond","Имторон Кромлонд","Imthoron Cromlond","Imthoron Cromlond","Imthoron Cromlond","Imthoron Cromlond"
"1540","Kanonion Sharairin","Kanonion Sharairin","Kanonion Sharairin","Kanonion Sharairin","Канонион Шараирин","Kanonion Sharairin","Kanonion Sharairin","Kanonion Sharairin","Kanonion Sharairin"
"1541","Aelaias Tinuren","Aelaias Tinuren","Aelaias Tinuren","Aelaias Tinuren","Аэлеас Тинурен","Aelaias Tinuren","Aelaias Tinuren","Aelaias Tinuren","Aelaias Tinuren"
"1542","Imthoron Elenelwa","Imthoron Elenelwa","Imthoron Elenelwa","Imthoron Elenelwa","Имторон Эленэльва","Imthoron Elenelwa","Imthoron Elenelwa","Imthoron Elenelwa","Imthoron Elenelwa"
"1543","Gonmudaedon Runéssel","Gonmudaedon Runéssel","Gonmudaedon Runéssel","Gonmudaedon Runéssel","Гонмудаэдон Рунессель","Gonmudaedon Runéssel","","","Gonmudaedon Runéssel"
"1544","Calmornon Galonlinde","Calmornon Galonlinde","Calmornon Galonlinde","Calmornon Galonlinde","Кэлморнон Галонлинде","Calmornon Galonlinde","Calmornon Galonlinde","Calmornon Galonlinde","Calmornon Galonlinde"
"1545","Barsidhdon Nallelwa","Barsidhdon Nallelwa","Barsidhdon Nallelwa","Barsidhdon Nallelwa","Барсиддон Налельва","Barsidhdon Nallelwa","Barsidhdon Nallelwa","Barsidhdon Nallelwa","Barsidhdon Nallelwa"
"1546","Caelalelion Toralitheil","Caelalelion Toralitheil","Caelalelion Toralitheil","Caelalelion Toralitheil","Келалелион Торалитеил","Caelalelion Toralitheil","Caelalelion Toralitheil","Caelalelion Toralitheil","Caelalelion Toralitheil"
"1547","Taldagdorren Sharairin","Taldagdorren Sharairin","Taldagdorren Sharairin","Taldagdorren Sharairin","Талдагдоррен Шараирин","Taldagdorren Sharairin","Taldagdorren Sharairin","Taldagdorren Sharairin","Taldagdorren Sharairin"
"1548","Rilaithron Birdhen","Rilaithron Birdhen","Rilaithron Birdhen","Rilaithron Birdhen","Рилэтрон Птицэн","Rilaithron Birdhen","Rilaithron Birdhen","Rilaithron Birdhen","Rilaithron Birdhen"
"1549","Eglerborn Tunuviel","Eglerborn Tunuviel","Eglerborn Tunuviel","Eglerborn Tunuviel","Эглерборн Танавиэль","Eglerborn Tunuviel","Eglerborn Tunuviel","Eglerborn Tunuviel","Eglerborn Tunuviel"
"1550","Erucion Falaron","Erucion Falaron","Erucion Falaron","Erucion Falaron","Эрусион Фаларон","Erucion Falaron","Erucion Falaron","Erucion Falaron","Erucion Falaron"
"1551","Aearian Aeraeme","Aearian Aeraeme","Aearian Aeraeme","Aearian Aeraeme","Аэриан Аэраме","Aearian Aeraeme","Aearian Aeraeme","Aearian Aeraeme","Aearian Aeraeme"
"1552","Caelalelion Aerarina","Caelalelion Aerarina","Caelalelion Aerarina","Caelalelion Aerarina","Келалелион Аэрарина","Caelalelion Aerarina","Caelalelion Aerarina","Caelalelion Aerarina","Caelalelion Aerarina"
"1553","Aearian Toralitheil","Aearian Toralitheil","Aearian Toralitheil","Aearian Toralitheil","Аэриан Торалитеил","Aearian Toralitheil","","Aearian Toralitheil","Aearian Toralitheil"
"1554","Rochenbund Galonren","Rochenbund Galonren","Rochenbund Galonren","Rochenbund Galonren","Рохенбунд Галонрен","Rochenbund Galonren","Rochenbund Galonren","Rochenbund Galonren","Rochenbund Galonren"
"1555","Galanaias Rhuimel","Galanaias Rhuimel","Galanaias Rhuimel","Galanaias Rhuimel","Галанаис Руимэль","Galanaias Rhuimel","Galanaias Rhuimel","Galanaias Rhuimel","Galanaias Rhuimel"
"1556","Nesantdon Galathalar","Nesantdon Galathalar","Nesantdon Galathalar","Nesantdon Galathalar","Несандон Галаталар","Nesantdon Galathalar","Nesantdon Galathalar","Nesantdon Galathalar","Nesantdon Galathalar"
"1557","Alyacaunon Kavavanlhûn","Alyacaunon Kavavanlhûn","Alyacaunon Kavavanlhûn","Alyacaunon Kavavanlhûn","Альяканон Кававанль","Alyacaunon Kavavanlhûn","","","Alyacaunon Kavavanlhûn"
"1558","Veassen Cudhrinion","Veassen Cudhrinion","Veassen Cudhrinion","Veassen Cudhrinion","Виссэн Кудринион","Veassen Cudhrinion","Veassen Cudhrinion","Veassen Cudhrinion","Veassen Cudhrinion"
"1559","Alawë Aldaloth","Alawë Aldaloth","Alawë Aldaloth","Alawë Aldaloth","Алавэ Алдалот","Alawë Aldaloth","","","Alawë Aldaloth"
"1560","Garnon Taldilinryl","Garnon Taldilinryl","Garnon Taldilinryl","Garnon Taldilinryl","Гарнон Талдилинрил","Garnon Taldilinryl","Garnon Taldilinryl","Garnon Taldilinryl","Garnon Taldilinryl"
"1561","Horthborn Noroeme","Horthborn Noroeme","Horthborn Noroeme","Horthborn Noroeme","Хортборн Нороэме","Horthborn Noroeme","Horthborn Noroeme","Horthborn Noroeme","Horthborn Noroeme"
"1562","Tûrciniien Tathron","Tûrciniien Tathron","Tûrciniien Tathron","Tûrciniien Tathron","Турчиниэн Татрон","Tûrciniien Tathron","","","Tûrciniien Tathron"
"1563","Lanlaithion Talaneth","Lanlaithion Talaneth","Lanlaithion Talaneth","Lanlaithion Talaneth","Ланлаитион Таланет","Lanlaithion Talaneth","Lanlaithion Talaneth","Lanlaithion Talaneth","Lanlaithion Talaneth"
"1564","Daugien Larenglinaeil","Daugien Larenglinaeil","Daugien Larenglinaeil","Daugien Larenglinaeil","Даугиэн Ларенглинаэль","Daugien Larenglinaeil","Daugien Larenglinaeil","Daugien Larenglinaeil","Daugien Larenglinaeil"
"1565","Simenion Aldaloth","Simenion Aldaloth","Simenion Aldaloth","Simenion Aldaloth","Сименион Алдалот","Simenion Aldaloth","Simenion Aldaloth","Simenion Aldaloth","Simenion Aldaloth"
"1566","Nesantdon Kavavanlhûn","Nesantdon Kavavanlhûn","Nesantdon Kavavanlhûn","Nesantdon Kavavanlhûn","Несандон Кававанль","Nesantdon Kavavanlhûn","","","Nesantdon Kavavanlhûn"
"1567","Rinthellerion Wertaniel","Rinthellerion Wertaniel","Rinthellerion Wertaniel","Rinthellerion Wertaniel","Ринтеллерион Вертаниэль","Rinthellerion Wertaniel","Rinthellerion Wertaniel","Rinthellerion Wertaniel","Rinthellerion Wertaniel"
"1568","Morimcan Taldilinryl","Morimcan Taldilinryl","Morimcan Taldilinryl","Morimcan Taldilinryl","Моримкан Талдилинрил","Morimcan Taldilinryl","Morimcan Taldilinryl","Morimcan Taldilinryl","Morimcan Taldilinryl"
"1569","Alion Hadilinas","Alion Hadilinas","Alion Hadilinas","Alion Hadilinas","Алион Хадилинас","Alion Hadilinas","Alion Hadilinas","Alion Hadilinas","Alion Hadilinas"
"1570","Saelron Larenglinaeil","Saelron Larenglinaeil","Saelron Larenglinaeil","Saelron Larenglinaeil","Саэльрон Ларенглинаэль","Saelron Larenglinaeil","Saelron Larenglinaeil","Saelron Larenglinaeil","Saelron Larenglinaeil"
"1571","Siyangion Eleneme","Siyangion Eleneme","Siyangion Eleneme","Siyangion Eleneme","Сиянгион Эленемэ","Siyangion Eleneme","Siyangion Eleneme","Siyangion Eleneme","Siyangion Eleneme"
"1572","Siyangion Rhuielwa","Siyangion Rhuielwa","Siyangion Rhuielwa","Siyangion Rhuielwa","Сиянгион Рюэльве","Siyangion Rhuielwa","Siyangion Rhuielwa","Siyangion Rhuielwa","Siyangion Rhuielwa"
"1573","Soaren Hightower","Soaren Hightower","Soaren Hightower","Soaren Hohenturm","Соарен Цитадель","Soaren Hightower","Soaren Hightower","Soaren Hightower","Soaren Hightower"
"1574","Daugorathion Malyatinu","Daugorathion Malyatinu","Daugorathion Malyatinu","Daugorathion Malyatinu","Даугоратион Мальятину","Daugorathion Malyatinu","Daugorathion Malyatinu","Daugorathion Malyatinu","Daugorathion Malyatinu"
"1575","Arlathtan Augdirdar","Arlathtan Augdirdar","Arlathtan Augdirdar","Arlathtan Augdirdar","Арлафтан Огдирдар","Arlathtan Augdirdar","Arlathtan Augdirdar","Arlathtan Augdirdar","Arlathtan Augdirdar"
"1576","Laerraththor Telthanthor","Laerraththor Telthanthor","Laerraththor Telthanthor","Laerraththor Telthanthor","Лаэрратор Телтантор","Laerraththor Telthanthor","Laerraththor Telthanthor","Laerraththor Telthanthor","Laerraththor Telthanthor"
"1577","Arcaunar Bartatheil","Arcaunar Bartatheil","Arcaunar Bartatheil","Arcaunar Bartatheil","Аркаунар Бартатейл","Arcaunar Bartatheil","Arcaunar Bartatheil","Arcaunar Bartatheil","Arcaunar Bartatheil"
"1578","Thargolion Kavavanlhûn","Thargolion Kavavanlhûn","Thargolion Kavavanlhûn","Thargolion Kavavanlhûn","Тарголион Кававанль","Thargolion Kavavanlhûn","","Thargolion Kavavanlh","Thargolion Kavavanlhûn"
"1579","Laerraththor Aldaren","Laerraththor Aldaren","Laerraththor Aldaren","Laerraththor Aldaren","Лаэрратор Альдарэн","Laerraththor Aldaren","Laerraththor Aldaren","Laerraththor Aldaren","Laerraththor Aldaren"
"1580","Arlathtan Vanval","Arlathtan Vanval","Arlathtan Vanval","Arlathtan Vanval","Арлафтан Ванвал","Arlathtan Vanval","Arlathtan Vanval","Arlathtan Vanval","Arlathtan Vanval"
"1581","Tûrciniien Taldilinryl","Tûrciniien Taldilinryl","Tûrciniien Taldilinryl","Tûrciniien Taldilinryl","Турчиниэн Талдилинрил","Tûrciniien Taldilinryl","","","Tûrciniien Taldilinryl"
"1582","Belsathion Aldaloth","Belsathion Aldaloth","Belsathion Aldaloth","Belsathion Aldaloth","Бельсатион Алдалот","Belsathion Aldaloth","Belsathion Aldaloth","Belsathion Aldaloth","Belsathion Aldaloth"
"1583","Alyacaunon Malyatinu","Alyacaunon Malyatinu","Alyacaunon Malyatinu","Alyacaunon Malyatinu","Альяканон Мальятину","Alyacaunon Malyatinu","Alyacaunon Malyatinu","Alyacaunon Malyatinu","Alyacaunon Malyatinu"
"1584","Gonmusidhon Tathron","Gonmusidhon Tathron","Gonmusidhon Tathron","Gonmusidhon Tathron","Гонмусидон Татрон","Gonmusidhon Tathron","Gonmusidhon Tathron","Gonmusidhon Tathron","Gonmusidhon Tathron"
"1585","Alion Hadilinas","Alion Hadilinas","Alion Hadilinas","Alion Hadilinas","Алион Хадилинас","Alion Hadilinas","Alion Hadilinas","Alion Hadilinas","Alion Hadilinas"
"1586","Menanornion Eleneme","Menanornion Eleneme","Menanornion Eleneme","Menanornion Eleneme","Менанорнион Эленемэ","Menanornion Eleneme","Menanornion Eleneme","Menanornion Eleneme","Menanornion Eleneme"
"1587","Nesantdon Talaneth","Nesantdon Talaneth","Nesantdon Talaneth","Nesantdon Talaneth","Несандон Таланет","Nesantdon Talaneth","Nesantdon Talaneth","Nesantdon Talaneth","Nesantdon Talaneth"
"1588","Sidhôndur Telthanthor","Sidhôndur Telthanthor","Sidhôndur Telthanthor","Sidhôndur Telthanthor","Сиддур Телтантор","Sidhôndur Telthanthor","","","Sidhôndur Telthanthor"
"1589","Tûrciniien Elerdel","Tûrciniien Elerdel","Tûrciniien Elerdel","Tûrciniien Elerdel","Турчиниэн Элердель","Tûrciniien Elerdel","","","Tûrciniien Elerdel"
"1590","Kiirdur Faerondalan","Kiirdur Faerondalan","Kiirdur Faerondalan","Kiirdur Faerondalan","Киирдур Фаэрондалан","Kiirdur Faerondalan","Kiirdur Faerondalan","Kiirdur Faerondalan","Kiirdur Faerondalan"
"1591","Erugoldur Larenglinaeil","Erugoldur Larenglinaeil","Erugoldur Larenglinaeil","Erugoldur Larenglinaeil","Эругольдур Ларенглинаэль","Erugoldur Larenglinaeil","Erugoldur Larenglinaeil","Erugoldur Larenglinaeil","Erugoldur Larenglinaeil"
"1592","Arlathtan Auglata","Arlathtan Auglata","Arlathtan Auglata","Arlathtan Auglata","Арлафтан Ауглата","Arlathtan Auglata","Arlathtan Auglata","Arlathtan Auglata","Arlathtan Auglata"
"1593","Eruônion Lanlynnsel","Eruônion Lanlynnsel","Eruônion Lanlynnsel","Eruônion Lanlynnsel","Эрунион Ланлинсэль","Eruônion Lanlynnsel","","","Eruônion Lanlynnsel"
"1594","Simenion Undoos","Simenion Undoos","Simenion Undoos","Simenion Undoos","Сименион Ундоос","Simenion Undoos","Simenion Undoos","Simenion Undoos","Simenion Undoos"
